event_id,soc_id,timestamp,event_type,source,asset_id,device_id,analyst_id,severity,description,metadata
EV-03700,SOC-002,2026-08-09T10:39:38.947500Z,port_scan,EDR,ASSET-01088,DEV-00013,,HIGH,port_scan observed on network-device-0094,"{""src_ip"": ""10.52.221.91""}"
EV-01738,SOC-002,2026-08-09T10:41:45.253839Z,privilege_escalation,CASE_MANAGEMENT,ASSET-01305,DEV-00019,,LOW,privilege_escalation observed on network-device-0311,"{""src_ip"": ""10.194.151.7""}"
EV-01743,SOC-002,2026-08-09T10:45:56.175266Z,file_write,EDR,ASSET-02578,DEV-00013,,INFO,file_write observed on network-device-1584,"{""src_ip"": ""10.138.92.134""}"
EV-09858,SOC-002,2026-08-09T10:46:12.334467Z,auth_success,CASE_MANAGEMENT,ASSET-01026,DEV-00015,,LOW,auth_success observed on iot-0032,"{""src_ip"": ""10.178.61.40""}"
EV-04840,SOC-002,2026-08-09T10:48:33.504992Z,auth_failure,EDR,ASSET-01125,DEV-00013,,MEDIUM,auth_failure observed on server-0131,"{""src_ip"": ""10.31.15.165""}"
EV-03017,SOC-001,2026-08-09T10:50:02.872963Z,auth_success,FIREWALL,ASSET-00852,DEV-00003,,MEDIUM,auth_success observed on network-device-0851,"{""src_ip"": ""10.113.230.236""}"
EV-05396,SOC-001,2026-08-09T10:50:03.527115Z,privilege_escalation,CASE_MANAGEMENT,ASSET-00772,DEV-00009,,MEDIUM,privilege_escalation observed on iot-0771,"{""src_ip"": ""10.162.135.127""}"
EV-01637,SOC-001,2026-08-09T10:50:38.923630Z,auth_success,CASE_MANAGEMENT,ASSET-00502,DEV-00010,,LOW,auth_success observed on network-device-0501,"{""src_ip"": ""10.29.11.48""}"
EV-03578,SOC-002,2026-08-09T10:51:03.739722Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-01088,DEV-00018,,MEDIUM,email_gateway_hit observed on network-device-0094,"{""src_ip"": ""10.185.14.142""}"
EV-02325,SOC-002,2026-08-09T10:55:14.048966Z,email_gateway_hit,EDR,ASSET-02615,DEV-00013,,INFO,email_gateway_hit observed on workstation-1621,"{""src_ip"": ""10.133.10.134""}"
EV-05802,SOC-001,2026-08-09T10:56:18.351802Z,usb_insert,IDS,ASSET-00948,DEV-00002,,CRITICAL,usb_insert observed on iot-0947,"{""src_ip"": ""10.68.100.224""}"
EV-09509,SOC-002,2026-08-09T10:58:40.278398Z,file_write,EDR,ASSET-01430,DEV-00022,,INFO,file_write observed on iot-0436,"{""src_ip"": ""10.17.64.25""}"
EV-05882,SOC-002,2026-08-09T10:58:47.350825Z,dns_query,EDR,ASSET-01708,DEV-00022,,MEDIUM,dns_query observed on iot-0714,"{""src_ip"": ""10.9.249.110""}"
EV-09224,SOC-001,2026-08-09T10:58:55.351774Z,network_connection,CASE_MANAGEMENT,ASSET-00275,DEV-00006,,MEDIUM,network_connection observed on database-0274,"{""src_ip"": ""10.72.29.197""}"
EV-05921,SOC-002,2026-08-09T11:00:30.664155Z,auth_failure,CASE_MANAGEMENT,ASSET-02841,DEV-00020,,INFO,auth_failure observed on server-1847,"{""src_ip"": ""10.219.209.139""}"
EV-06329,SOC-001,2026-08-09T11:02:21.859114Z,auth_failure,IDS,ASSET-00580,DEV-00012,,MEDIUM,auth_failure observed on cloud-instance-0579,"{""src_ip"": ""10.134.56.213""}"
EV-04778,SOC-002,2026-08-09T11:02:27.233726Z,usb_insert,CASE_MANAGEMENT,ASSET-01527,DEV-00015,,LOW,usb_insert observed on database-0533,"{""src_ip"": ""10.26.192.70""}"
EV-07857,SOC-001,2026-08-09T11:04:43.091634Z,auth_failure,FIREWALL,ASSET-00815,DEV-00003,,INFO,auth_failure observed on workstation-0814,"{""src_ip"": ""10.166.124.169""}"
EV-03658,SOC-002,2026-08-09T11:06:31.702004Z,port_scan,EDR,ASSET-01016,DEV-00021,,INFO,port_scan observed on iot-0022,"{""src_ip"": ""10.134.142.83""}"
EV-02451,SOC-001,2026-08-09T11:07:54.964304Z,auth_failure,CASE_MANAGEMENT,ASSET-00265,DEV-00001,,MEDIUM,auth_failure observed on server-0264,"{""src_ip"": ""10.208.184.9""}"
EV-01066,SOC-001,2026-08-09T11:08:45.631036Z,file_write,IDS,ASSET-00834,DEV-00007,,INFO,file_write observed on workstation-0833,"{""src_ip"": ""10.192.220.68""}"
EV-08323,SOC-001,2026-08-09T11:09:33.653227Z,port_scan,EDR,ASSET-00176,DEV-00008,,HIGH,port_scan observed on workstation-0175,"{""src_ip"": ""10.9.237.96""}"
EV-00870,SOC-002,2026-08-09T11:09:55.720843Z,network_connection,SIEM,ASSET-01795,DEV-00016,,MEDIUM,network_connection observed on network-device-0801,"{""src_ip"": ""10.115.213.89""}"
EV-08920,SOC-002,2026-08-09T11:16:03.886300Z,usb_insert,EDR,ASSET-01445,DEV-00023,,MEDIUM,usb_insert observed on network-device-0451,"{""src_ip"": ""10.173.6.56""}"
EV-06404,SOC-002,2026-08-09T11:16:44.051613Z,network_connection,CASE_MANAGEMENT,ASSET-01602,DEV-00015,,INFO,network_connection observed on iot-0608,"{""src_ip"": ""10.153.177.107""}"
EV-09351,SOC-001,2026-08-09T11:20:27.148723Z,process_create,CASE_MANAGEMENT,ASSET-00647,DEV-00005,,INFO,process_create observed on workstation-0646,"{""src_ip"": ""10.78.157.250""}"
EV-08490,SOC-001,2026-08-09T11:20:31.828673Z,auth_failure,CASE_MANAGEMENT,ASSET-00867,DEV-00009,,LOW,auth_failure observed on server-0866,"{""src_ip"": ""10.190.238.72""}"
EV-08927,SOC-002,2026-08-09T11:24:19.201120Z,network_connection,CASE_MANAGEMENT,ASSET-01597,DEV-00019,,MEDIUM,network_connection observed on network-device-0603,"{""src_ip"": ""10.68.182.28""}"
EV-07503,SOC-001,2026-08-09T11:24:25.849645Z,file_write,FIREWALL,ASSET-00004,DEV-00003,,LOW,file_write observed on cloud-instance-0003,"{""src_ip"": ""10.5.211.91""}"
EV-01278,SOC-001,2026-08-09T11:26:34.094215Z,port_scan,CASE_MANAGEMENT,ASSET-00609,DEV-00001,,MEDIUM,port_scan observed on cloud-instance-0608,"{""src_ip"": ""10.201.87.213""}"
EV-00388,SOC-002,2026-08-09T11:27:13.557613Z,port_scan,EDR,ASSET-02319,DEV-00021,,LOW,port_scan observed on database-1325,"{""src_ip"": ""10.128.208.43""}"
EV-00599,SOC-002,2026-08-09T11:28:50.896465Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-02321,DEV-00015,,INFO,email_gateway_hit observed on cloud-instance-1327,"{""src_ip"": ""10.33.43.73""}"
EV-08327,SOC-001,2026-08-09T11:29:50.312530Z,usb_insert,IDS,ASSET-00195,DEV-00007,,LOW,usb_insert observed on network-device-0194,"{""src_ip"": ""10.255.50.250""}"
EV-03655,SOC-002,2026-08-09T11:35:02.161148Z,dns_query,CASE_MANAGEMENT,ASSET-01666,DEV-00015,,LOW,dns_query observed on network-device-0672,"{""src_ip"": ""10.112.196.207""}"
EV-00359,SOC-002,2026-08-09T11:36:37.952491Z,file_write,CASE_MANAGEMENT,ASSET-02094,DEV-00018,,INFO,file_write observed on network-device-1100,"{""src_ip"": ""10.63.192.209""}"
EV-01604,SOC-001,2026-08-09T11:36:52.385736Z,email_gateway_hit,SIEM,ASSET-00539,DEV-00004,,LOW,email_gateway_hit observed on iot-0538,"{""src_ip"": ""10.152.16.1""}"
EV-00189,SOC-001,2026-08-09T11:40:10.442567Z,usb_insert,CASE_MANAGEMENT,ASSET-00537,DEV-00005,,INFO,usb_insert observed on server-0536,"{""src_ip"": ""10.30.191.25""}"
EV-04405,SOC-002,2026-08-09T11:40:34.094847Z,process_create,CASE_MANAGEMENT,ASSET-02651,DEV-00018,,INFO,process_create observed on database-1657,"{""src_ip"": ""10.128.177.70""}"
EV-02997,SOC-002,2026-08-09T11:41:02.973239Z,auth_success,EDR,ASSET-01979,DEV-00022,,MEDIUM,auth_success observed on database-0985,"{""src_ip"": ""10.46.2.34""}"
EV-02771,SOC-001,2026-08-09T11:44:17.808470Z,network_connection,IDS,ASSET-00758,DEV-00002,,INFO,network_connection observed on database-0757,"{""src_ip"": ""10.223.1.151""}"
EV-06517,SOC-001,2026-08-09T11:44:52.838095Z,usb_insert,CASE_MANAGEMENT,ASSET-00640,DEV-00010,,LOW,usb_insert observed on server-0639,"{""src_ip"": ""10.44.248.105""}"
EV-03099,SOC-002,2026-08-09T11:45:33.735665Z,usb_insert,CASE_MANAGEMENT,ASSET-02357,DEV-00019,,INFO,usb_insert observed on network-device-1363,"{""src_ip"": ""10.157.196.74""}"
EV-03704,SOC-001,2026-08-09T11:45:47.409676Z,dns_query,CASE_MANAGEMENT,ASSET-00353,DEV-00001,,INFO,dns_query observed on cloud-instance-0352,"{""src_ip"": ""10.218.243.136""}"
EV-00282,SOC-002,2026-08-09T11:47:53.773464Z,file_write,SIEM,ASSET-01927,DEV-00017,,INFO,file_write observed on workstation-0933,"{""src_ip"": ""10.83.65.83""}"
EV-04205,SOC-002,2026-08-09T11:50:00.997500Z,usb_insert,SIEM,ASSET-02091,DEV-00016,,INFO,usb_insert observed on iot-1097,"{""src_ip"": ""10.90.65.236""}"
EV-07453,SOC-001,2026-08-09T11:52:06.539214Z,email_gateway_hit,IDS,ASSET-00920,DEV-00012,,MEDIUM,email_gateway_hit observed on cloud-instance-0919,"{""src_ip"": ""10.2.37.55""}"
EV-08560,SOC-002,2026-08-09T11:57:34.841443Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-02616,DEV-00019,,MEDIUM,email_gateway_hit observed on network-device-1622,"{""src_ip"": ""10.57.24.41""}"
EV-09905,SOC-001,2026-08-09T11:57:53.508473Z,auth_failure,CASE_MANAGEMENT,ASSET-00289,DEV-00001,,INFO,auth_failure observed on workstation-0288,"{""src_ip"": ""10.216.56.40""}"
EV-00056,SOC-001,2026-08-09T11:59:34.460188Z,auth_failure,CASE_MANAGEMENT,ASSET-00385,DEV-00009,,INFO,auth_failure observed on iot-0384,"{""src_ip"": ""10.49.202.56""}"
EV-01152,SOC-002,2026-08-09T12:01:20.684084Z,file_write,CASE_MANAGEMENT,ASSET-01652,DEV-00019,,HIGH,file_write observed on database-0658,"{""src_ip"": ""10.145.139.221""}"
EV-09200,SOC-002,2026-08-09T12:02:46.386729Z,usb_insert,CASE_MANAGEMENT,ASSET-02076,DEV-00018,,LOW,usb_insert observed on network-device-1082,"{""src_ip"": ""10.254.244.39""}"
EV-08805,SOC-002,2026-08-09T12:06:29.217034Z,auth_failure,CASE_MANAGEMENT,ASSET-02120,DEV-00015,,LOW,auth_failure observed on server-1126,"{""src_ip"": ""10.246.57.169""}"
EV-06499,SOC-002,2026-08-09T12:08:03.463366Z,usb_insert,CASE_MANAGEMENT,ASSET-02767,DEV-00015,,MEDIUM,usb_insert observed on iot-1773,"{""src_ip"": ""10.151.16.201""}"
EV-02149,SOC-002,2026-08-09T12:09:37.304381Z,dns_query,EDR,ASSET-01876,DEV-00013,,LOW,dns_query observed on workstation-0882,"{""src_ip"": ""10.205.106.78""}"
EV-07248,SOC-001,2026-08-09T12:10:17.579368Z,privilege_escalation,CASE_MANAGEMENT,ASSET-00538,DEV-00009,,CRITICAL,privilege_escalation observed on server-0537,"{""src_ip"": ""10.30.92.173""}"
EV-09482,SOC-002,2026-08-09T12:10:39.763035Z,file_write,SIEM,ASSET-01258,DEV-00016,,LOW,file_write observed on workstation-0264,"{""src_ip"": ""10.227.169.139""}"
EV-08250,SOC-002,2026-08-09T12:13:16.024122Z,auth_failure,CASE_MANAGEMENT,ASSET-02411,DEV-00018,,MEDIUM,auth_failure observed on workstation-1417,"{""src_ip"": ""10.192.53.87""}"
EV-06988,SOC-002,2026-08-09T12:15:16.929524Z,process_create,EDR,ASSET-02071,DEV-00023,,HIGH,process_create observed on workstation-1077,"{""src_ip"": ""10.252.50.249""}"
EV-09562,SOC-002,2026-08-09T12:20:03.356383Z,file_write,FIREWALL,ASSET-02666,DEV-00024,,LOW,file_write observed on database-1672,"{""src_ip"": ""10.67.55.99""}"
EV-05713,SOC-001,2026-08-09T12:20:48.050127Z,auth_failure,CASE_MANAGEMENT,ASSET-00089,DEV-00006,,LOW,auth_failure observed on workstation-0088,"{""src_ip"": ""10.249.36.188""}"
EV-01028,SOC-001,2026-08-09T12:22:34.419354Z,usb_insert,CASE_MANAGEMENT,ASSET-00977,DEV-00009,,INFO,usb_insert observed on iot-0976,"{""src_ip"": ""10.154.57.106""}"
EV-06186,SOC-001,2026-08-09T12:23:40.364792Z,port_scan,IDS,ASSET-00012,DEV-00002,,HIGH,port_scan observed on iot-0011,"{""src_ip"": ""10.204.30.217""}"
EV-06784,SOC-002,2026-08-09T12:23:45.214741Z,email_gateway_hit,EDR,ASSET-02057,DEV-00022,,INFO,email_gateway_hit observed on workstation-1063,"{""src_ip"": ""10.72.253.144""}"
EV-07721,SOC-002,2026-08-09T12:25:55.622863Z,auth_success,IDS,ASSET-01886,DEV-00014,,INFO,auth_success observed on network-device-0892,"{""src_ip"": ""10.159.241.166""}"
EV-08259,SOC-001,2026-08-09T12:26:31.084902Z,process_create,CASE_MANAGEMENT,ASSET-00343,DEV-00005,,INFO,process_create observed on database-0342,"{""src_ip"": ""10.126.52.29""}"
EV-07781,SOC-002,2026-08-09T12:27:42.872586Z,email_gateway_hit,EDR,ASSET-02318,DEV-00021,,INFO,email_gateway_hit observed on network-device-1324,"{""src_ip"": ""10.57.86.1""}"
EV-04187,SOC-001,2026-08-09T12:30:12.692432Z,dns_query,SIEM,ASSET-00371,DEV-00011,,HIGH,dns_query observed on database-0370,"{""src_ip"": ""10.117.117.206""}"
EV-04480,SOC-002,2026-08-09T12:32:10.344636Z,usb_insert,EDR,ASSET-01985,DEV-00021,,MEDIUM,usb_insert observed on iot-0991,"{""src_ip"": ""10.23.98.123""}"
EV-05179,SOC-002,2026-08-09T12:38:41.939312Z,network_connection,EDR,ASSET-01853,DEV-00021,,MEDIUM,network_connection observed on cloud-instance-0859,"{""src_ip"": ""10.141.184.2""}"
EV-06950,SOC-002,2026-08-09T12:39:05.168124Z,privilege_escalation,CASE_MANAGEMENT,ASSET-02767,DEV-00019,,HIGH,privilege_escalation observed on iot-1773,"{""src_ip"": ""10.158.93.122""}"
EV-03910,SOC-002,2026-08-09T12:39:58.952505Z,auth_failure,CASE_MANAGEMENT,ASSET-02534,DEV-00019,,LOW,auth_failure observed on cloud-instance-1540,"{""src_ip"": ""10.122.230.21""}"
EV-09517,SOC-001,2026-08-09T12:40:00.683082Z,process_create,CASE_MANAGEMENT,ASSET-00989,DEV-00001,,LOW,process_create observed on server-0988,"{""src_ip"": ""10.101.201.240""}"
EV-05062,SOC-002,2026-08-09T12:41:48.489494Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-01411,DEV-00018,,HIGH,email_gateway_hit observed on workstation-0417,"{""src_ip"": ""10.96.163.237""}"
EV-07805,SOC-002,2026-08-09T12:42:26.408090Z,file_write,SIEM,ASSET-02695,DEV-00017,,HIGH,file_write observed on cloud-instance-1701,"{""src_ip"": ""10.154.68.250""}"
EV-04103,SOC-002,2026-08-09T12:43:42.888625Z,auth_failure,EDR,ASSET-01841,DEV-00021,,HIGH,auth_failure observed on network-device-0847,"{""src_ip"": ""10.9.190.137""}"
EV-00044,SOC-001,2026-08-09T12:44:33.981506Z,auth_failure,CASE_MANAGEMENT,ASSET-00335,DEV-00006,,INFO,auth_failure observed on cloud-instance-0334,"{""src_ip"": ""10.195.40.87""}"
EV-04226,SOC-002,2026-08-09T12:45:00.136452Z,network_connection,EDR,ASSET-01713,DEV-00022,,INFO,network_connection observed on network-device-0719,"{""src_ip"": ""10.122.184.93""}"
EV-07198,SOC-002,2026-08-09T12:46:06.024521Z,email_gateway_hit,EDR,ASSET-02362,DEV-00021,,HIGH,email_gateway_hit observed on cloud-instance-1368,"{""src_ip"": ""10.72.149.232""}"
EV-04558,SOC-001,2026-08-09T12:46:42.643797Z,usb_insert,CASE_MANAGEMENT,ASSET-00271,DEV-00005,,LOW,usb_insert observed on cloud-instance-0270,"{""src_ip"": ""10.128.209.9""}"
EV-00961,SOC-001,2026-08-09T12:47:33.558754Z,file_write,FIREWALL,ASSET-00168,DEV-00003,,MEDIUM,file_write observed on cloud-instance-0167,"{""src_ip"": ""10.216.200.87""}"
EV-08330,SOC-001,2026-08-09T12:47:59.004745Z,auth_failure,CASE_MANAGEMENT,ASSET-00183,DEV-00009,,MEDIUM,auth_failure observed on cloud-instance-0182,"{""src_ip"": ""10.20.189.119""}"
EV-04837,SOC-001,2026-08-09T12:48:36.692336Z,process_create,IDS,ASSET-00217,DEV-00002,,LOW,process_create observed on cloud-instance-0216,"{""src_ip"": ""10.37.57.92""}"
EV-05556,SOC-002,2026-08-09T12:49:55.223707Z,process_create,CASE_MANAGEMENT,ASSET-02287,DEV-00018,,INFO,process_create observed on server-1293,"{""src_ip"": ""10.92.87.31""}"
EV-01077,SOC-001,2026-08-09T12:52:39.172600Z,privilege_escalation,IDS,ASSET-00794,DEV-00002,,LOW,privilege_escalation observed on workstation-0793,"{""src_ip"": ""10.40.140.242""}"
EV-07971,SOC-002,2026-08-09T12:52:43.365063Z,process_create,FIREWALL,ASSET-01592,DEV-00024,,INFO,process_create observed on database-0598,"{""src_ip"": ""10.30.238.132""}"
EV-04371,SOC-001,2026-08-09T12:55:52.223669Z,network_connection,EDR,ASSET-00423,DEV-00008,,LOW,network_connection observed on workstation-0422,"{""src_ip"": ""10.68.47.116""}"
EV-03056,SOC-002,2026-08-09T12:56:00.835178Z,auth_success,SIEM,ASSET-02227,DEV-00016,,MEDIUM,auth_success observed on cloud-instance-1233,"{""src_ip"": ""10.46.80.41""}"
EV-03080,SOC-002,2026-08-09T12:57:01.694184Z,auth_success,SIEM,ASSET-02026,DEV-00017,,LOW,auth_success observed on server-1032,"{""src_ip"": ""10.3.116.7""}"
EV-00154,SOC-002,2026-08-09T12:58:19.180931Z,process_create,IDS,ASSET-01605,DEV-00014,,LOW,process_create observed on network-device-0611,"{""src_ip"": ""10.36.174.225""}"
EV-02111,SOC-001,2026-08-09T13:05:11.330970Z,network_connection,CASE_MANAGEMENT,ASSET-00535,DEV-00005,,INFO,network_connection observed on network-device-0534,"{""src_ip"": ""10.111.168.157""}"
EV-04739,SOC-002,2026-08-09T13:05:11.506097Z,auth_success,EDR,ASSET-02764,DEV-00013,,HIGH,auth_success observed on iot-1770,"{""src_ip"": ""10.128.121.252""}"
EV-05940,SOC-002,2026-08-09T13:06:17.139025Z,file_write,EDR,ASSET-02486,DEV-00023,,MEDIUM,file_write observed on cloud-instance-1492,"{""src_ip"": ""10.154.63.201""}"
EV-06899,SOC-001,2026-08-09T13:08:28.736318Z,auth_success,SIEM,ASSET-00450,DEV-00011,,MEDIUM,auth_success observed on network-device-0449,"{""src_ip"": ""10.216.8.172""}"
EV-00030,SOC-002,2026-08-09T13:09:01.267025Z,port_scan,EDR,ASSET-01690,DEV-00021,,MEDIUM,port_scan observed on iot-0696,"{""src_ip"": ""10.39.117.36""}"
EV-03798,SOC-002,2026-08-09T13:09:20.392106Z,process_create,CASE_MANAGEMENT,ASSET-01002,DEV-00015,,LOW,process_create observed on iot-0008,"{""src_ip"": ""10.253.8.67""}"
EV-03775,SOC-001,2026-08-09T13:09:43.105171Z,auth_success,CASE_MANAGEMENT,ASSET-00292,DEV-00005,,LOW,auth_success observed on network-device-0291,"{""src_ip"": ""10.161.124.15""}"
EV-06515,SOC-001,2026-08-09T13:11:24.947806Z,usb_insert,IDS,ASSET-00988,DEV-00002,,INFO,usb_insert observed on database-0987,"{""src_ip"": ""10.152.91.209""}"
EV-04562,SOC-002,2026-08-09T13:12:03.775865Z,port_scan,EDR,ASSET-01143,DEV-00013,,INFO,port_scan observed on database-0149,"{""src_ip"": ""10.187.134.76""}"
EV-09573,SOC-001,2026-08-09T13:14:59.665337Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-00777,DEV-00006,,INFO,email_gateway_hit observed on database-0776,"{""src_ip"": ""10.152.70.70""}"
EV-04069,SOC-002,2026-08-09T13:16:40.135974Z,usb_insert,EDR,ASSET-01178,DEV-00023,,INFO,usb_insert observed on server-0184,"{""src_ip"": ""10.4.192.82""}"
EV-00499,SOC-001,2026-08-09T13:16:43.614194Z,privilege_escalation,EDR,ASSET-00977,DEV-00008,,LOW,privilege_escalation observed on iot-0976,"{""src_ip"": ""10.142.161.67""}"
EV-08625,SOC-002,2026-08-09T13:16:45.206404Z,auth_failure,EDR,ASSET-02564,DEV-00023,,HIGH,auth_failure observed on database-1570,"{""src_ip"": ""10.102.241.184""}"
EV-03967,SOC-001,2026-08-09T13:18:25.866644Z,process_create,IDS,ASSET-00894,DEV-00002,,LOW,process_create observed on cloud-instance-0893,"{""src_ip"": ""10.12.212.56""}"
EV-01109,SOC-001,2026-08-09T13:22:03.369626Z,dns_query,SIEM,ASSET-00884,DEV-00004,,HIGH,dns_query observed on workstation-0883,"{""src_ip"": ""10.230.236.35""}"
EV-07427,SOC-002,2026-08-09T13:25:32.517346Z,auth_success,CASE_MANAGEMENT,ASSET-01137,DEV-00015,,LOW,auth_success observed on workstation-0143,"{""src_ip"": ""10.57.152.191""}"
EV-00050,SOC-001,2026-08-09T13:25:32.842989Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-00727,DEV-00006,,INFO,email_gateway_hit observed on iot-0726,"{""src_ip"": ""10.235.215.163""}"
EV-03618,SOC-002,2026-08-09T13:26:06.546340Z,usb_insert,EDR,ASSET-02044,DEV-00023,,HIGH,usb_insert observed on workstation-1050,"{""src_ip"": ""10.27.201.129""}"
EV-05635,SOC-001,2026-08-09T13:26:47.239553Z,port_scan,IDS,ASSET-00610,DEV-00002,,HIGH,port_scan observed on database-0609,"{""src_ip"": ""10.170.9.171""}"
EV-02168,SOC-001,2026-08-09T13:27:49.081070Z,usb_insert,FIREWALL,ASSET-00335,DEV-00003,,LOW,usb_insert observed on cloud-instance-0334,"{""src_ip"": ""10.144.155.78""}"
EV-02305,SOC-001,2026-08-09T13:29:53.059600Z,privilege_escalation,SIEM,ASSET-00599,DEV-00004,,INFO,privilege_escalation observed on network-device-0598,"{""src_ip"": ""10.223.243.229""}"
EV-01022,SOC-002,2026-08-09T13:30:34.370156Z,dns_query,CASE_MANAGEMENT,ASSET-02087,DEV-00019,,MEDIUM,dns_query observed on workstation-1093,"{""src_ip"": ""10.48.70.83""}"
EV-09820,SOC-002,2026-08-09T13:30:59.765632Z,privilege_escalation,CASE_MANAGEMENT,ASSET-02289,DEV-00019,,INFO,privilege_escalation observed on iot-1295,"{""src_ip"": ""10.96.203.88""}"
EV-09927,SOC-001,2026-08-09T13:32:37.570180Z,auth_success,CASE_MANAGEMENT,ASSET-00691,DEV-00010,,INFO,auth_success observed on server-0690,"{""src_ip"": ""10.173.163.55""}"
EV-05855,SOC-001,2026-08-09T13:40:25.237736Z,network_connection,SIEM,ASSET-00497,DEV-00011,,MEDIUM,network_connection observed on iot-0496,"{""src_ip"": ""10.77.2.89""}"
EV-01143,SOC-002,2026-08-09T13:41:40.708051Z,auth_success,SIEM,ASSET-01922,DEV-00016,,LOW,auth_success observed on server-0928,"{""src_ip"": ""10.46.62.65""}"
EV-06425,SOC-001,2026-08-09T13:45:21.112743Z,process_create,IDS,ASSET-00812,DEV-00007,,INFO,process_create observed on workstation-0811,"{""src_ip"": ""10.220.166.50""}"
EV-02291,SOC-002,2026-08-09T13:45:27.855030Z,auth_success,SIEM,ASSET-01147,DEV-00017,,LOW,auth_success observed on workstation-0153,"{""src_ip"": ""10.124.182.81""}"
EV-05478,SOC-001,2026-08-09T13:49:03.315083Z,auth_failure,CASE_MANAGEMENT,ASSET-00077,DEV-00001,,INFO,auth_failure observed on iot-0076,"{""src_ip"": ""10.15.134.101""}"
EV-01826,SOC-002,2026-08-09T13:54:29.466152Z,usb_insert,EDR,ASSET-01679,DEV-00023,,LOW,usb_insert observed on network-device-0685,"{""src_ip"": ""10.129.244.229""}"
EV-03269,SOC-002,2026-08-09T13:56:23.366539Z,dns_query,IDS,ASSET-01563,DEV-00014,,MEDIUM,dns_query observed on network-device-0569,"{""src_ip"": ""10.122.43.67""}"
EV-06999,SOC-002,2026-08-09T13:56:29.571792Z,privilege_escalation,EDR,ASSET-02588,DEV-00013,,MEDIUM,privilege_escalation observed on iot-1594,"{""src_ip"": ""10.73.155.86""}"
EV-08430,SOC-002,2026-08-09T13:57:15.990116Z,usb_insert,SIEM,ASSET-02175,DEV-00017,,HIGH,usb_insert observed on database-1181,"{""src_ip"": ""10.238.39.136""}"
EV-00205,SOC-001,2026-08-09T13:58:25.417726Z,auth_success,SIEM,ASSET-00508,DEV-00004,,LOW,auth_success observed on workstation-0507,"{""src_ip"": ""10.195.105.231""}"
EV-02455,SOC-001,2026-08-09T13:59:13.387381Z,port_scan,CASE_MANAGEMENT,ASSET-00609,DEV-00006,,INFO,port_scan observed on cloud-instance-0608,"{""src_ip"": ""10.219.168.76""}"
EV-07780,SOC-001,2026-08-09T14:00:01.947832Z,file_write,CASE_MANAGEMENT,ASSET-00541,DEV-00009,,INFO,file_write observed on cloud-instance-0540,"{""src_ip"": ""10.125.40.28""}"
EV-07556,SOC-002,2026-08-09T14:02:13.653078Z,privilege_escalation,SIEM,ASSET-01286,DEV-00016,,LOW,privilege_escalation observed on server-0292,"{""src_ip"": ""10.23.120.200""}"
EV-03602,SOC-002,2026-08-09T14:05:46.404988Z,network_connection,EDR,ASSET-01194,DEV-00023,,MEDIUM,network_connection observed on iot-0200,"{""src_ip"": ""10.142.216.101""}"
EV-02371,SOC-001,2026-08-09T14:07:12.454801Z,port_scan,CASE_MANAGEMENT,ASSET-00934,DEV-00006,,MEDIUM,port_scan observed on database-0933,"{""src_ip"": ""10.158.89.138""}"
EV-01593,SOC-002,2026-08-09T14:09:48.465412Z,usb_insert,EDR,ASSET-02189,DEV-00021,,LOW,usb_insert observed on workstation-1195,"{""src_ip"": ""10.183.218.100""}"
EV-00133,SOC-002,2026-08-09T14:10:22.138611Z,auth_failure,EDR,ASSET-02338,DEV-00021,,LOW,auth_failure observed on workstation-1344,"{""src_ip"": ""10.244.252.192""}"
EV-05095,SOC-002,2026-08-09T14:10:58.271012Z,port_scan,CASE_MANAGEMENT,ASSET-02719,DEV-00020,,INFO,port_scan observed on network-device-1725,"{""src_ip"": ""10.186.148.192""}"
EV-09723,SOC-002,2026-08-09T14:15:53.100571Z,usb_insert,IDS,ASSET-01077,DEV-00014,,INFO,usb_insert observed on cloud-instance-0083,"{""src_ip"": ""10.242.85.69""}"
EV-06682,SOC-001,2026-08-09T14:19:25.992707Z,auth_failure,SIEM,ASSET-00743,DEV-00011,,INFO,auth_failure observed on workstation-0742,"{""src_ip"": ""10.142.53.4""}"
EV-07049,SOC-002,2026-08-09T14:19:41.014141Z,port_scan,CASE_MANAGEMENT,ASSET-02337,DEV-00015,,HIGH,port_scan observed on database-1343,"{""src_ip"": ""10.253.87.46""}"
EV-08866,SOC-002,2026-08-09T14:20:35.833189Z,auth_success,FIREWALL,ASSET-01013,DEV-00024,,MEDIUM,auth_success observed on workstation-0019,"{""src_ip"": ""10.153.72.45""}"
EV-02167,SOC-002,2026-08-09T14:22:30.059097Z,email_gateway_hit,SIEM,ASSET-02573,DEV-00017,,LOW,email_gateway_hit observed on workstation-1579,"{""src_ip"": ""10.195.99.107""}"
EV-02664,SOC-001,2026-08-09T14:25:04.600471Z,network_connection,FIREWALL,ASSET-00491,DEV-00003,,LOW,network_connection observed on server-0490,"{""src_ip"": ""10.60.231.142""}"
