asset_id,soc_id,hostname,asset_type,ip_address,criticality,business_unit,owner,status
ASSET-01444,SOC-002,network-device-0450,NETWORK_DEVICE,147.27.159.174,CRITICAL,Research,owner-32@corp.internal,ACTIVE
ASSET-01445,SOC-002,network-device-0451,NETWORK_DEVICE,111.161.121.165,MEDIUM,Research,owner-5@corp.internal,ACTIVE
ASSET-01446,SOC-002,cloud-instance-0452,CLOUD_INSTANCE,57.209.25.80,CRITICAL,Research,owner-31@corp.internal,ACTIVE
ASSET-01447,SOC-002,server-0453,SERVER,145.54.229.48,MEDIUM,HR,owner-22@corp.internal,ACTIVE
ASSET-01448,SOC-002,iot-0454,IOT,77.134.36.18,MEDIUM,Research,owner-6@corp.internal,ACTIVE
ASSET-01449,SOC-002,database-0455,DATABASE,136.221.68.204,LOW,HR,owner-6@corp.internal,ACTIVE
ASSET-01450,SOC-002,network-device-0456,NETWORK_DEVICE,194.173.13.151,LOW,Research,owner-13@corp.internal,ACTIVE
ASSET-01451,SOC-002,workstation-0457,WORKSTATION,141.242.26.213,CRITICAL,Operations,owner-13@corp.internal,ACTIVE
ASSET-01452,SOC-002,database-0458,DATABASE,178.37.87.78,MEDIUM,Finance,owner-23@corp.internal,ACTIVE
ASSET-01453,SOC-002,network-device-0459,NETWORK_DEVICE,21.185.140.32,LOW,Operations,owner-13@corp.internal,ACTIVE
ASSET-01454,SOC-002,workstation-0460,WORKSTATION,9.35.133.254,HIGH,Research,owner-38@corp.internal,ACTIVE
ASSET-01455,SOC-002,workstation-0461,WORKSTATION,125.62.88.48,MEDIUM,Sales,owner-20@corp.internal,ACTIVE
ASSET-01456,SOC-002,network-device-0462,NETWORK_DEVICE,136.176.75.119,LOW,Operations,owner-2@corp.internal,ACTIVE
ASSET-01457,SOC-002,server-0463,SERVER,86.219.99.138,CRITICAL,Research,owner-3@corp.internal,ACTIVE
ASSET-01458,SOC-002,network-device-0464,NETWORK_DEVICE,30.65.130.187,HIGH,Research,owner-34@corp.internal,ACTIVE
ASSET-01459,SOC-002,network-device-0465,NETWORK_DEVICE,240.169.185.127,MEDIUM,Sales,owner-10@corp.internal,ACTIVE
ASSET-01460,SOC-002,iot-0466,IOT,148.80.0.36,HIGH,Finance,owner-3@corp.internal,ACTIVE
ASSET-01461,SOC-002,iot-0467,IOT,36.63.69.254,MEDIUM,Finance,owner-31@corp.internal,ACTIVE
ASSET-01462,SOC-002,cloud-instance-0468,CLOUD_INSTANCE,11.185.168.246,HIGH,Research,owner-9@corp.internal,ACTIVE
ASSET-01463,SOC-002,server-0469,SERVER,44.24.130.201,MEDIUM,HR,owner-7@corp.internal,ACTIVE
ASSET-01464,SOC-002,network-device-0470,NETWORK_DEVICE,156.121.76.219,HIGH,Sales,owner-5@corp.internal,ACTIVE
ASSET-01465,SOC-002,server-0471,SERVER,29.58.225.49,MEDIUM,Sales,owner-15@corp.internal,ACTIVE
ASSET-01466,SOC-002,server-0472,SERVER,205.240.170.186,HIGH,HR,owner-26@corp.internal,ACTIVE
ASSET-01467,SOC-002,database-0473,DATABASE,30.236.232.145,LOW,Sales,owner-35@corp.internal,ACTIVE
ASSET-01468,SOC-002,workstation-0474,WORKSTATION,82.83.182.247,LOW,Engineering,owner-3@corp.internal,ACTIVE
ASSET-01469,SOC-002,cloud-instance-0475,CLOUD_INSTANCE,44.103.16.189,MEDIUM,Finance,owner-18@corp.internal,ACTIVE
ASSET-01470,SOC-002,workstation-0476,WORKSTATION,193.238.205.122,MEDIUM,Research,owner-24@corp.internal,ACTIVE
ASSET-01471,SOC-002,cloud-instance-0477,CLOUD_INSTANCE,42.61.215.105,MEDIUM,Sales,owner-3@corp.internal,ACTIVE
ASSET-01472,SOC-002,workstation-0478,WORKSTATION,25.151.126.46,LOW,Research,owner-40@corp.internal,ACTIVE
ASSET-01473,SOC-002,network-device-0479,NETWORK_DEVICE,199.20.213.73,HIGH,Operations,owner-6@corp.internal,ACTIVE
ASSET-01474,SOC-002,server-0480,SERVER,1.217.110.150,HIGH,Finance,owner-38@corp.internal,ACTIVE
ASSET-01475,SOC-002,database-0481,DATABASE,106.141.138.112,MEDIUM,Operations,owner-9@corp.internal,ACTIVE
ASSET-01476,SOC-002,workstation-0482,WORKSTATION,36.161.103.253,MEDIUM,Sales,owner-29@corp.internal,ACTIVE
ASSET-01477,SOC-002,network-device-0483,NETWORK_DEVICE,61.63.187.236,LOW,Sales,owner-3@corp.internal,ACTIVE
ASSET-01478,SOC-002,cloud-instance-0484,CLOUD_INSTANCE,46.20.130.190,LOW,Sales,owner-6@corp.internal,ACTIVE
ASSET-01479,SOC-002,iot-0485,IOT,211.148.109.199,LOW,HR,owner-27@corp.internal,ACTIVE
ASSET-01480,SOC-002,server-0486,SERVER,142.198.27.229,HIGH,Finance,owner-34@corp.internal,ACTIVE
ASSET-01481,SOC-002,server-0487,SERVER,158.113.154.86,MEDIUM,Sales,owner-33@corp.internal,ACTIVE
ASSET-01482,SOC-002,workstation-0488,WORKSTATION,118.214.220.57,LOW,Research,owner-14@corp.internal,ACTIVE
ASSET-01483,SOC-002,database-0489,DATABASE,13.149.238.114,HIGH,Engineering,owner-31@corp.internal,ACTIVE
ASSET-01484,SOC-002,network-device-0490,NETWORK_DEVICE,45.35.142.209,HIGH,Finance,owner-4@corp.internal,ACTIVE
ASSET-01485,SOC-002,iot-0491,IOT,93.59.193.211,HIGH,Operations,owner-17@corp.internal,ACTIVE
ASSET-01486,SOC-002,database-0492,DATABASE,157.231.223.123,LOW,Operations,owner-3@corp.internal,ACTIVE
ASSET-01487,SOC-002,server-0493,SERVER,189.139.246.3,CRITICAL,Sales,owner-12@corp.internal,ACTIVE
ASSET-01488,SOC-002,workstation-0494,WORKSTATION,201.22.1.71,CRITICAL,Sales,owner-8@corp.internal,ACTIVE
ASSET-01489,SOC-002,server-0495,SERVER,229.35.232.169,HIGH,Operations,owner-38@corp.internal,ACTIVE
ASSET-01490,SOC-002,cloud-instance-0496,CLOUD_INSTANCE,83.114.235.237,MEDIUM,Research,owner-21@corp.internal,ACTIVE
ASSET-01491,SOC-002,workstation-0497,WORKSTATION,199.106.236.136,HIGH,Engineering,owner-7@corp.internal,ACTIVE
ASSET-01492,SOC-002,workstation-0498,WORKSTATION,188.221.11.72,MEDIUM,Engineering,owner-25@corp.internal,ACTIVE
ASSET-01493,SOC-002,workstation-0499,WORKSTATION,18.210.215.230,MEDIUM,Operations,owner-4@corp.internal,ACTIVE
ASSET-01494,SOC-002,network-device-0500,NETWORK_DEVICE,37.26.223.14,HIGH,Sales,owner-30@corp.internal,ACTIVE
ASSET-01495,SOC-002,workstation-0501,WORKSTATION,99.40.20.62,MEDIUM,Operations,owner-13@corp.internal,ACTIVE
ASSET-01496,SOC-002,iot-0502,IOT,91.204.144.252,LOW,Engineering,owner-22@corp.internal,ACTIVE
ASSET-01497,SOC-002,workstation-0503,WORKSTATION,8.55.89.248,MEDIUM,Finance,owner-18@corp.internal,ACTIVE
ASSET-01498,SOC-002,workstation-0504,WORKSTATION,28.113.168.33,LOW,Operations,owner-27@corp.internal,ACTIVE
ASSET-01499,SOC-002,workstation-0505,WORKSTATION,194.165.157.123,MEDIUM,HR,owner-39@corp.internal,ACTIVE
ASSET-01500,SOC-002,workstation-0506,WORKSTATION,202.31.191.242,LOW,Sales,owner-11@corp.internal,ACTIVE
ASSET-01501,SOC-002,cloud-instance-0507,CLOUD_INSTANCE,248.90.210.135,MEDIUM,Engineering,owner-6@corp.internal,ACTIVE
ASSET-01502,SOC-002,network-device-0508,NETWORK_DEVICE,219.98.161.247,MEDIUM,Engineering,owner-38@corp.internal,ACTIVE
ASSET-01503,SOC-002,network-device-0509,NETWORK_DEVICE,214.68.233.174,MEDIUM,Finance,owner-28@corp.internal,ACTIVE
ASSET-01504,SOC-002,iot-0510,IOT,223.98.157.12,HIGH,HR,owner-28@corp.internal,ACTIVE
ASSET-01505,SOC-002,cloud-instance-0511,CLOUD_INSTANCE,56.239.163.188,LOW,Sales,owner-10@corp.internal,ACTIVE
ASSET-01506,SOC-002,cloud-instance-0512,CLOUD_INSTANCE,229.243.212.102,CRITICAL,Finance,owner-3@corp.internal,ACTIVE
ASSET-01507,SOC-002,network-device-0513,NETWORK_DEVICE,187.197.26.80,LOW,Finance,owner-28@corp.internal,ACTIVE
ASSET-01508,SOC-002,cloud-instance-0514,CLOUD_INSTANCE,100.242.42.124,MEDIUM,Research,owner-7@corp.internal,ACTIVE
ASSET-01509,SOC-002,network-device-0515,NETWORK_DEVICE,126.203.0.46,HIGH,Sales,owner-1@corp.internal,ACTIVE
ASSET-01510,SOC-002,iot-0516,IOT,187.86.88.139,MEDIUM,Engineering,owner-9@corp.internal,ACTIVE
ASSET-01511,SOC-002,database-0517,DATABASE,75.184.235.226,HIGH,Finance,owner-2@corp.internal,ACTIVE
ASSET-01512,SOC-002,network-device-0518,NETWORK_DEVICE,171.69.234.240,MEDIUM,Research,owner-30@corp.internal,ACTIVE
ASSET-01513,SOC-002,cloud-instance-0519,CLOUD_INSTANCE,191.78.46.70,MEDIUM,Operations,owner-30@corp.internal,ACTIVE
ASSET-01514,SOC-002,workstation-0520,WORKSTATION,223.203.130.27,LOW,Engineering,owner-24@corp.internal,ACTIVE
ASSET-01515,SOC-002,iot-0521,IOT,118.220.22.181,LOW,Finance,owner-5@corp.internal,ACTIVE
ASSET-01516,SOC-002,network-device-0522,NETWORK_DEVICE,228.184.30.137,MEDIUM,Sales,owner-3@corp.internal,ACTIVE
ASSET-01517,SOC-002,database-0523,DATABASE,109.7.238.11,LOW,Research,owner-40@corp.internal,ACTIVE
ASSET-01518,SOC-002,cloud-instance-0524,CLOUD_INSTANCE,147.66.59.79,LOW,Research,owner-6@corp.internal,ACTIVE
ASSET-01519,SOC-002,cloud-instance-0525,CLOUD_INSTANCE,225.127.52.141,MEDIUM,Finance,owner-33@corp.internal,ACTIVE
ASSET-01520,SOC-002,iot-0526,IOT,93.46.123.144,LOW,Finance,owner-25@corp.internal,ACTIVE
ASSET-01521,SOC-002,database-0527,DATABASE,119.33.93.170,MEDIUM,HR,owner-24@corp.internal,ACTIVE
ASSET-01522,SOC-002,workstation-0528,WORKSTATION,165.238.164.162,MEDIUM,Finance,owner-36@corp.internal,ACTIVE
ASSET-01523,SOC-002,iot-0529,IOT,198.9.11.120,HIGH,HR,owner-16@corp.internal,ACTIVE
ASSET-01524,SOC-002,cloud-instance-0530,CLOUD_INSTANCE,29.18.29.175,MEDIUM,Research,owner-38@corp.internal,ACTIVE
ASSET-01525,SOC-002,iot-0531,IOT,53.181.14.197,LOW,Engineering,owner-21@corp.internal,ACTIVE
ASSET-01526,SOC-002,database-0532,DATABASE,229.222.240.142,HIGH,Research,owner-28@corp.internal,ACTIVE
ASSET-01527,SOC-002,database-0533,DATABASE,13.241.23.42,CRITICAL,HR,owner-29@corp.internal,ACTIVE
ASSET-01528,SOC-002,network-device-0534,NETWORK_DEVICE,128.95.8.146,MEDIUM,Finance,owner-31@corp.internal,ACTIVE
ASSET-01529,SOC-002,iot-0535,IOT,136.42.228.73,MEDIUM,Sales,owner-19@corp.internal,ACTIVE
ASSET-01530,SOC-002,network-device-0536,NETWORK_DEVICE,158.246.169.159,MEDIUM,Research,owner-5@corp.internal,ACTIVE
ASSET-01531,SOC-002,workstation-0537,WORKSTATION,228.83.196.194,LOW,Finance,owner-6@corp.internal,ACTIVE
ASSET-01532,SOC-002,network-device-0538,NETWORK_DEVICE,229.223.199.175,HIGH,Finance,owner-7@corp.internal,ACTIVE
ASSET-01533,SOC-002,workstation-0539,WORKSTATION,70.164.46.225,HIGH,Engineering,owner-32@corp.internal,ACTIVE
ASSET-01534,SOC-002,workstation-0540,WORKSTATION,223.255.140.234,HIGH,Research,owner-2@corp.internal,ACTIVE
ASSET-01535,SOC-002,database-0541,DATABASE,106.162.37.113,LOW,Sales,owner-9@corp.internal,ACTIVE
ASSET-01536,SOC-002,network-device-0542,NETWORK_DEVICE,88.193.88.226,MEDIUM,Research,owner-2@corp.internal,ACTIVE
ASSET-01537,SOC-002,database-0543,DATABASE,48.102.71.140,CRITICAL,Engineering,owner-34@corp.internal,ACTIVE
ASSET-01538,SOC-002,iot-0544,IOT,85.252.15.43,MEDIUM,HR,owner-21@corp.internal,ACTIVE
ASSET-01539,SOC-002,network-device-0545,NETWORK_DEVICE,151.230.66.214,MEDIUM,Sales,owner-36@corp.internal,ACTIVE
ASSET-01540,SOC-002,network-device-0546,NETWORK_DEVICE,117.63.243.226,MEDIUM,Engineering,owner-20@corp.internal,ACTIVE
ASSET-01541,SOC-002,workstation-0547,WORKSTATION,202.13.114.206,HIGH,Operations,owner-24@corp.internal,ACTIVE
ASSET-01542,SOC-002,database-0548,DATABASE,197.14.81.148,LOW,Engineering,owner-23@corp.internal,ACTIVE
ASSET-01543,SOC-002,database-0549,DATABASE,116.183.153.236,LOW,Sales,owner-11@corp.internal,ACTIVE
ASSET-01544,SOC-002,iot-0550,IOT,137.10.131.180,HIGH,Engineering,owner-10@corp.internal,ACTIVE
ASSET-01545,SOC-002,workstation-0551,WORKSTATION,60.231.93.30,HIGH,HR,owner-37@corp.internal,ACTIVE
ASSET-01546,SOC-002,workstation-0552,WORKSTATION,112.222.19.252,HIGH,Engineering,owner-14@corp.internal,ACTIVE
ASSET-01547,SOC-002,cloud-instance-0553,CLOUD_INSTANCE,181.6.194.77,CRITICAL,HR,owner-23@corp.internal,ACTIVE
ASSET-01548,SOC-002,workstation-0554,WORKSTATION,95.119.90.122,MEDIUM,Engineering,owner-35@corp.internal,ACTIVE
ASSET-01549,SOC-002,database-0555,DATABASE,31.25.248.91,LOW,Operations,owner-32@corp.internal,ACTIVE
ASSET-01550,SOC-002,workstation-0556,WORKSTATION,242.162.77.164,MEDIUM,HR,owner-10@corp.internal,ACTIVE
ASSET-01551,SOC-002,server-0557,SERVER,248.91.194.211,LOW,Sales,owner-22@corp.internal,ACTIVE
ASSET-01552,SOC-002,iot-0558,IOT,180.152.117.208,HIGH,HR,owner-37@corp.internal,ACTIVE
ASSET-01553,SOC-002,iot-0559,IOT,37.167.67.56,LOW,Research,owner-29@corp.internal,ACTIVE
ASSET-01554,SOC-002,database-0560,DATABASE,176.107.239.202,HIGH,Operations,owner-3@corp.internal,ACTIVE
ASSET-01555,SOC-002,workstation-0561,WORKSTATION,173.145.244.86,MEDIUM,HR,owner-2@corp.internal,ACTIVE
ASSET-01556,SOC-002,network-device-0562,NETWORK_DEVICE,158.21.235.204,LOW,Operations,owner-23@corp.internal,ACTIVE
ASSET-01557,SOC-002,server-0563,SERVER,83.140.192.202,CRITICAL,Research,owner-13@corp.internal,ACTIVE
ASSET-01558,SOC-002,cloud-instance-0564,CLOUD_INSTANCE,134.196.94.66,HIGH,HR,owner-13@corp.internal,ACTIVE
ASSET-01559,SOC-002,server-0565,SERVER,21.102.31.235,MEDIUM,Operations,owner-6@corp.internal,ACTIVE
ASSET-01560,SOC-002,cloud-instance-0566,CLOUD_INSTANCE,100.248.242.38,HIGH,HR,owner-39@corp.internal,ACTIVE
ASSET-01561,SOC-002,cloud-instance-0567,CLOUD_INSTANCE,130.245.82.200,LOW,Research,owner-24@corp.internal,ACTIVE
ASSET-01562,SOC-002,network-device-0568,NETWORK_DEVICE,37.223.200.250,LOW,Operations,owner-24@corp.internal,ACTIVE
ASSET-01563,SOC-002,network-device-0569,NETWORK_DEVICE,95.113.220.196,CRITICAL,HR,owner-23@corp.internal,ACTIVE
ASSET-01564,SOC-002,database-0570,DATABASE,250.62.253.3,MEDIUM,Sales,owner-6@corp.internal,ACTIVE
ASSET-01565,SOC-002,workstation-0571,WORKSTATION,186.84.152.253,LOW,Research,owner-27@corp.internal,ACTIVE
ASSET-01566,SOC-002,network-device-0572,NETWORK_DEVICE,73.227.235.72,HIGH,Research,owner-28@corp.internal,ACTIVE
ASSET-01567,SOC-002,iot-0573,IOT,229.124.92.2,MEDIUM,Sales,owner-39@corp.internal,ACTIVE
ASSET-01568,SOC-002,server-0574,SERVER,36.197.139.71,HIGH,Operations,owner-34@corp.internal,ACTIVE
ASSET-01569,SOC-002,database-0575,DATABASE,16.236.246.174,LOW,Sales,owner-25@corp.internal,ACTIVE
ASSET-01570,SOC-002,server-0576,SERVER,1.177.198.38,MEDIUM,HR,owner-27@corp.internal,ACTIVE
ASSET-01571,SOC-002,workstation-0577,WORKSTATION,142.73.208.249,MEDIUM,Sales,owner-9@corp.internal,ACTIVE
ASSET-01572,SOC-002,workstation-0578,WORKSTATION,47.158.29.219,LOW,HR,owner-36@corp.internal,ACTIVE
ASSET-01573,SOC-002,network-device-0579,NETWORK_DEVICE,10.207.198.172,LOW,HR,owner-38@corp.internal,ACTIVE
ASSET-01574,SOC-002,database-0580,DATABASE,126.125.94.136,MEDIUM,Operations,owner-15@corp.internal,ACTIVE
ASSET-01575,SOC-002,server-0581,SERVER,202.141.93.90,CRITICAL,HR,owner-20@corp.internal,ACTIVE
ASSET-01576,SOC-002,iot-0582,IOT,213.144.244.53,MEDIUM,Finance,owner-19@corp.internal,ACTIVE
ASSET-01577,SOC-002,network-device-0583,NETWORK_DEVICE,45.235.87.249,MEDIUM,Research,owner-16@corp.internal,ACTIVE
ASSET-01578,SOC-002,server-0584,SERVER,30.142.6.237,LOW,Operations,owner-5@corp.internal,ACTIVE
ASSET-01579,SOC-002,cloud-instance-0585,CLOUD_INSTANCE,190.221.98.167,MEDIUM,Operations,owner-37@corp.internal,ACTIVE
ASSET-01580,SOC-002,network-device-0586,NETWORK_DEVICE,222.75.235.18,HIGH,Research,owner-31@corp.internal,ACTIVE
ASSET-01581,SOC-002,iot-0587,IOT,209.122.217.189,HIGH,Sales,owner-37@corp.internal,ACTIVE
ASSET-01582,SOC-002,server-0588,SERVER,216.100.70.90,HIGH,Sales,owner-4@corp.internal,ACTIVE
ASSET-01583,SOC-002,workstation-0589,WORKSTATION,81.214.159.17,MEDIUM,Research,owner-9@corp.internal,ACTIVE
ASSET-01584,SOC-002,database-0590,DATABASE,41.206.155.250,CRITICAL,HR,owner-27@corp.internal,ACTIVE
ASSET-01585,SOC-002,iot-0591,IOT,233.127.176.37,LOW,Finance,owner-19@corp.internal,ACTIVE
ASSET-01586,SOC-002,database-0592,DATABASE,135.148.172.126,MEDIUM,Finance,owner-33@corp.internal,ACTIVE
ASSET-01587,SOC-002,workstation-0593,WORKSTATION,196.53.146.82,MEDIUM,Finance,owner-39@corp.internal,ACTIVE
ASSET-01588,SOC-002,workstation-0594,WORKSTATION,139.48.187.76,MEDIUM,HR,owner-20@corp.internal,ACTIVE
ASSET-01589,SOC-002,database-0595,DATABASE,175.121.61.74,MEDIUM,HR,owner-7@corp.internal,ACTIVE
ASSET-01590,SOC-002,cloud-instance-0596,CLOUD_INSTANCE,148.125.239.207,MEDIUM,Engineering,owner-1@corp.internal,ACTIVE
ASSET-01591,SOC-002,workstation-0597,WORKSTATION,132.166.214.147,HIGH,Operations,owner-27@corp.internal,ACTIVE
ASSET-01592,SOC-002,database-0598,DATABASE,235.192.149.245,LOW,Finance,owner-14@corp.internal,ACTIVE
ASSET-01593,SOC-002,workstation-0599,WORKSTATION,128.221.179.134,HIGH,Engineering,owner-36@corp.internal,ACTIVE
ASSET-01594,SOC-002,cloud-instance-0600,CLOUD_INSTANCE,176.141.22.118,LOW,Sales,owner-35@corp.internal,ACTIVE
ASSET-01595,SOC-002,iot-0601,IOT,141.21.186.239,LOW,Finance,owner-27@corp.internal,ACTIVE
ASSET-01596,SOC-002,network-device-0602,NETWORK_DEVICE,234.129.4.173,CRITICAL,Engineering,owner-2@corp.internal,ACTIVE
ASSET-01597,SOC-002,network-device-0603,NETWORK_DEVICE,89.36.72.238,MEDIUM,HR,owner-9@corp.internal,ACTIVE
ASSET-01598,SOC-002,network-device-0604,NETWORK_DEVICE,227.197.27.168,LOW,Sales,owner-22@corp.internal,ACTIVE
ASSET-01599,SOC-002,workstation-0605,WORKSTATION,181.187.171.206,MEDIUM,Research,owner-8@corp.internal,ACTIVE
ASSET-01600,SOC-002,workstation-0606,WORKSTATION,32.243.110.146,LOW,Engineering,owner-15@corp.internal,ACTIVE
ASSET-01601,SOC-002,database-0607,DATABASE,32.22.142.109,HIGH,Finance,owner-28@corp.internal,ACTIVE
ASSET-01602,SOC-002,iot-0608,IOT,195.85.133.62,LOW,Finance,owner-2@corp.internal,ACTIVE
ASSET-01603,SOC-002,network-device-0609,NETWORK_DEVICE,193.224.164.161,MEDIUM,Engineering,owner-7@corp.internal,ACTIVE
ASSET-01604,SOC-002,server-0610,SERVER,203.5.170.20,MEDIUM,Sales,owner-4@corp.internal,ACTIVE
ASSET-01605,SOC-002,network-device-0611,NETWORK_DEVICE,30.113.175.169,LOW,Finance,owner-5@corp.internal,ACTIVE
ASSET-01606,SOC-002,database-0612,DATABASE,170.230.241.161,CRITICAL,Finance,owner-8@corp.internal,ACTIVE
ASSET-01607,SOC-002,cloud-instance-0613,CLOUD_INSTANCE,52.149.44.0,MEDIUM,Engineering,owner-12@corp.internal,ACTIVE
ASSET-01608,SOC-002,iot-0614,IOT,89.254.28.69,CRITICAL,Engineering,owner-18@corp.internal,ACTIVE
ASSET-01609,SOC-002,cloud-instance-0615,CLOUD_INSTANCE,89.11.208.198,MEDIUM,Sales,owner-40@corp.internal,ACTIVE
ASSET-01610,SOC-002,workstation-0616,WORKSTATION,129.65.187.55,MEDIUM,Finance,owner-38@corp.internal,ACTIVE
ASSET-01611,SOC-002,server-0617,SERVER,135.97.249.218,HIGH,Engineering,owner-19@corp.internal,ACTIVE
ASSET-01612,SOC-002,workstation-0618,WORKSTATION,230.211.53.114,LOW,Finance,owner-7@corp.internal,ACTIVE
ASSET-01613,SOC-002,workstation-0619,WORKSTATION,235.164.100.99,MEDIUM,Research,owner-31@corp.internal,ACTIVE
ASSET-01614,SOC-002,database-0620,DATABASE,178.184.214.152,MEDIUM,Operations,owner-7@corp.internal,ACTIVE
ASSET-01615,SOC-002,workstation-0621,WORKSTATION,213.177.169.106,MEDIUM,Operations,owner-28@corp.internal,ACTIVE
ASSET-01616,SOC-002,workstation-0622,WORKSTATION,131.165.244.33,HIGH,Finance,owner-21@corp.internal,ACTIVE
ASSET-01617,SOC-002,server-0623,SERVER,119.69.85.96,HIGH,Engineering,owner-32@corp.internal,ACTIVE
ASSET-01618,SOC-002,database-0624,DATABASE,180.105.62.196,HIGH,Research,owner-3@corp.internal,ACTIVE
ASSET-01619,SOC-002,server-0625,SERVER,83.255.95.31,MEDIUM,Operations,owner-19@corp.internal,ACTIVE
ASSET-01620,SOC-002,network-device-0626,NETWORK_DEVICE,153.179.32.112,LOW,Research,owner-29@corp.internal,ACTIVE
ASSET-01621,SOC-002,workstation-0627,WORKSTATION,141.205.110.155,MEDIUM,Operations,owner-13@corp.internal,ACTIVE
ASSET-01622,SOC-002,server-0628,SERVER,229.14.163.236,LOW,Operations,owner-24@corp.internal,ACTIVE
ASSET-01623,SOC-002,workstation-0629,WORKSTATION,3.69.238.218,LOW,Operations,owner-7@corp.internal,ACTIVE
ASSET-01624,SOC-002,network-device-0630,NETWORK_DEVICE,112.36.151.146,MEDIUM,Research,owner-6@corp.internal,ACTIVE
ASSET-01625,SOC-002,server-0631,SERVER,36.179.188.142,MEDIUM,Research,owner-38@corp.internal,ACTIVE
ASSET-01626,SOC-002,server-0632,SERVER,189.206.127.101,LOW,Engineering,owner-5@corp.internal,ACTIVE
ASSET-01627,SOC-002,database-0633,DATABASE,249.167.50.220,HIGH,Engineering,owner-39@corp.internal,ACTIVE
ASSET-01628,SOC-002,network-device-0634,NETWORK_DEVICE,31.109.87.104,HIGH,Operations,owner-32@corp.internal,ACTIVE
ASSET-01629,SOC-002,database-0635,DATABASE,195.203.12.40,LOW,Sales,owner-38@corp.internal,ACTIVE
ASSET-01630,SOC-002,database-0636,DATABASE,193.157.17.197,LOW,Research,owner-26@corp.internal,ACTIVE
ASSET-01631,SOC-002,database-0637,DATABASE,121.207.192.79,MEDIUM,Operations,owner-32@corp.internal,ACTIVE
ASSET-01632,SOC-002,cloud-instance-0638,CLOUD_INSTANCE,71.101.96.105,HIGH,Operations,owner-7@corp.internal,ACTIVE
ASSET-01633,SOC-002,server-0639,SERVER,64.45.53.232,MEDIUM,Engineering,owner-9@corp.internal,ACTIVE
ASSET-01634,SOC-002,server-0640,SERVER,25.127.155.141,LOW,Finance,owner-32@corp.internal,ACTIVE
ASSET-01635,SOC-002,iot-0641,IOT,6.217.3.192,LOW,Operations,owner-39@corp.internal,ACTIVE
ASSET-01636,SOC-002,iot-0642,IOT,83.179.97.139,HIGH,Sales,owner-40@corp.internal,ACTIVE
ASSET-01637,SOC-002,server-0643,SERVER,194.154.152.143,CRITICAL,Sales,owner-32@corp.internal,ACTIVE
ASSET-01638,SOC-002,network-device-0644,NETWORK_DEVICE,51.177.204.164,HIGH,Operations,owner-32@corp.internal,ACTIVE
ASSET-01639,SOC-002,cloud-instance-0645,CLOUD_INSTANCE,66.252.126.223,MEDIUM,Sales,owner-35@corp.internal,ACTIVE
ASSET-01640,SOC-002,server-0646,SERVER,243.220.80.191,LOW,Operations,owner-8@corp.internal,ACTIVE
ASSET-01641,SOC-002,network-device-0647,NETWORK_DEVICE,115.58.197.79,MEDIUM,Operations,owner-29@corp.internal,ACTIVE
ASSET-01642,SOC-002,network-device-0648,NETWORK_DEVICE,9.54.15.2,CRITICAL,Sales,owner-20@corp.internal,ACTIVE
ASSET-01643,SOC-002,iot-0649,IOT,42.5.91.105,MEDIUM,Engineering,owner-20@corp.internal,ACTIVE
ASSET-01644,SOC-002,iot-0650,IOT,99.154.199.113,MEDIUM,Finance,owner-37@corp.internal,ACTIVE
ASSET-01645,SOC-002,iot-0651,IOT,125.148.237.159,MEDIUM,Research,owner-35@corp.internal,ACTIVE
ASSET-01646,SOC-002,cloud-instance-0652,CLOUD_INSTANCE,120.70.4.116,MEDIUM,Engineering,owner-33@corp.internal,ACTIVE
ASSET-01647,SOC-002,server-0653,SERVER,100.49.203.190,HIGH,Sales,owner-25@corp.internal,ACTIVE
ASSET-01648,SOC-002,cloud-instance-0654,CLOUD_INSTANCE,173.46.77.184,MEDIUM,HR,owner-21@corp.internal,ACTIVE
ASSET-01649,SOC-002,server-0655,SERVER,7.52.164.3,MEDIUM,Engineering,owner-24@corp.internal,ACTIVE
ASSET-01650,SOC-002,database-0656,DATABASE,207.62.228.170,LOW,Finance,owner-22@corp.internal,ACTIVE
ASSET-01651,SOC-002,network-device-0657,NETWORK_DEVICE,24.235.238.215,MEDIUM,HR,owner-27@corp.internal,ACTIVE
ASSET-01652,SOC-002,database-0658,DATABASE,14.115.117.35,MEDIUM,Engineering,owner-16@corp.internal,ACTIVE
ASSET-01653,SOC-002,iot-0659,IOT,79.229.193.59,MEDIUM,Research,owner-5@corp.internal,ACTIVE
ASSET-01654,SOC-002,database-0660,DATABASE,29.77.253.177,MEDIUM,Finance,owner-35@corp.internal,ACTIVE
ASSET-01655,SOC-002,database-0661,DATABASE,9.145.148.109,MEDIUM,Operations,owner-37@corp.internal,ACTIVE
ASSET-01656,SOC-002,cloud-instance-0662,CLOUD_INSTANCE,230.194.203.183,MEDIUM,Finance,owner-31@corp.internal,ACTIVE
ASSET-01657,SOC-002,cloud-instance-0663,CLOUD_INSTANCE,5.177.73.160,LOW,Operations,owner-37@corp.internal,ACTIVE
ASSET-01658,SOC-002,network-device-0664,NETWORK_DEVICE,82.138.52.243,MEDIUM,Operations,owner-7@corp.internal,ACTIVE
ASSET-01659,SOC-002,iot-0665,IOT,172.212.24.10,HIGH,Operations,owner-33@corp.internal,ACTIVE
ASSET-01660,SOC-002,iot-0666,IOT,86.236.14.85,HIGH,HR,owner-24@corp.internal,ACTIVE
